grid_id,alias
grid.412664.3,Sōka Daigaku
grid.412673.5,Dāneshgāh-e Zanjan
grid.412675.3,OU Medical Center
grid.412680.9,Sveučilište J.J. Strossmayera
grid.412680.9,Josip Juraj Strossmayer University of Osijek
grid.412681.8,Jōchi Daigaku
grid.412684.d,Ostravská univerzita v Ostravě
grid.412685.c,Univerzitná nemocnica Bratislava
grid.412688.1,Klinički bolnički centar Zagreb
grid.412688.1,Clinical Hospital Centre
grid.412688.1,KBC Zagreb
grid.412692.a,Zhōngnán mínzú Dàxué
grid.412693.b,South China Agricultural College
grid.412695.d,Stony Brook University Medical Center
grid.412698.0,Shiga Kenritsu Daigaku
grid.412716.7,University College West
grid.412716.7,Högskolan Väst
grid.412716.7,University College of Trollhättan/Uddevalla
grid.412717.6,Nántái Kējì Dàxu
grid.412720.2,Xīnán Línxuéyuàn
grid.412723.1,Xīnán mínzú dàxué
grid.412727.5,Fakultní Nemocnice Ostrava
grid.412730.3,Fakultní Nemocnice Olomouc
grid.412732.1,Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach
grid.412734.7,Sri Ramachandra Medical College and Research Institute
grid.412737.4,"University College, Port Harcourt"
grid.412740.4,Univerza na Primorskem
grid.412742.6,SRM Institute of Science and Technology
grid.412742.6,Sri Ramaswamy Memorial University
grid.412749.d,TOBB Ekonomi ve Teknoloji Üniversitesi
grid.412751.4,Ospidéal Ollscoile Naomh Uinseann
grid.412754.1,Tōhoku Fukushi daigaku
grid.412755.0,Tōhoku Yakka Daigaku
grid.412756.3,University Institute of Motor Sciences
grid.412758.d,2012 Fakultní nemocnice Na Bulovce
grid.412760.6,Tōin Yokohama Daigaku
grid.412761.7,Ural Federal University named after the first President of Russia B. N. Yeltsin
grid.412763.5,University of Urmia
grid.412764.2,Sei-marianna ika daigaku
grid.412769.f,Tokushima bunri daigaku
grid.412771.6,University of Sokoto
grid.412773.4,Tōkyō Denki Daigaku
grid.412775.2,Unibersidad ng Santo Tomas or Pamantasan ng Santo Tomas
grid.412775.2,Catholic University of the Philippines
grid.412775.2,Pontifical and Royal University of Santo Tomas
grid.412776.1,Tōkyō Gakugei Daigaku
grid.412785.d,Tōkyō Kaiyō Daigaku
grid.412786.e,University of Science and Technology
grid.412788.0,Tōkyō kōka daigaku
grid.412789.1,Sharjah University
grid.412795.c,Sindh University
grid.412798.1,Högskolan i Skövde
grid.412803.c,Toyama Kenritsu Daigaku
grid.412804.b,Toyohashi Tech
grid.412804.b,Toyohashi Gijutsu Kagaku Daigaku
grid.412805.a,USA Medical Center
grid.412813.d,Vellore Engineering College
grid.412816.8,Tsurumi daigaku
grid.412820.d,Buskerud and Vestfold University College
grid.412820.d,Høgskolen i Vestfold
grid.412826.b,Fakultní nemocnice v Motole
grid.412828.5,Universitas Udayana
grid.412829.4,Ufuk Üniversitesi
grid.412832.e,Jāmiʿat ʾUmmi l-Qurā
grid.412833.f,Samuel R. Smith Infirmary
grid.412835.9,Helse Stavanger HF 
grid.412835.9,Stavanger Universitetssjukehus
grid.412836.a,Vikram Viśvavidyālaya
grid.412837.b,Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy
grid.412838.4,Høgskolen Stord/Haugesund
grid.412843.8, Sugiyama jogakuen daigaku
grid.412847.c,Anahuac University 
grid.412857.d,Wakayama kenritsu ika daigaku
grid.412860.9,Wake Forest University Baptist Medical Center
grid.412860.9,North Carolina Baptist Hospital
grid.412860.9,Bowman Gray School of Medicine
grid.412861.8,University of Querétaro
grid.412861.8,Universidad de Querétaro
grid.412871.9,Suncheon Daehakgyo
grid.412875.d,Hōsō Daigaku
grid.412875.d,The University of the Air
grid.412894.2,Louis Pasteur University Hospital 
grid.412896.0,Taipei Medical College
grid.412896.0,Táiběi Yīxué Dàxué
grid.412901.f,West China School of Medicine
grid.412902.c,Dàrén Kējì Dàxué
grid.412903.d,Trnavská univerzita v Trnave
grid.412905.b,Tamagawa daigaku
grid.412910.f,North Tees General Hospital
grid.412914.b,Ospidéal Chathair Bhéal Feirste
grid.412918.7,Dudley Road Hospital
grid.412925.9,Glenfield General Hospital
grid.412935.8,Luton and Dunstable University Hospital
grid.412942.8,Ospadal an Rathaig Mhòir
grid.412944.e,Royal Cornwall Hospitals NHS Trust
grid.412949.3,Univerzitet u Tuzli
grid.412954.f,CHU Saint-Étienne
grid.412966.e,Maastricht UMC+
grid.412968.0,Veterinární a Farmaceutická Univerzita Brno
grid.412969.1,Wuhan QingGong DaXue
grid.412971.8,Univerzita veterinárneho lekárstva v Košiciach
grid.412973.a,UI Health
grid.412974.d,Unilorin
grid.412977.e,University of Incheon
grid.412982.4,Xiāngtán Dàxué
grid.412991.6,Juba National University
grid.412992.5,Xǔchāng Xuéyuàn
grid.412999.e,UK HealthCare
grid.413004.2, Univerzitet u Kragujevcu
grid.413007.1,Yamaguchi kenritsu daigaku
grid.413012.5, Yānshān dàxué
grid.413013.4,Universitatea de Științe Agricole și Medicină Veterinară Cluj-Napoca
grid.413015.2,Madras University
grid.413016.1,Punjab Agricultural College and Research Institute
grid.413019.e,UAB Hospital
grid.413026.2,Mohaghegh Ardabili University
grid.413029.d,Royal United Hospital Bath NHS Foundation Trust
grid.413034.1,Sveučilište u Mostaru
grid.413047.5,Ernst-Abbe-Hochschule Jena
grid.413048.a,University Medical Center — Tucson
grid.413048.a,Banner - University Medical Center
grid.413050.3,Yuánzhì Dàxué
grid.413051.2,Yuánpéi Kējì Dàxué
grid.413052.1,UNM Hospital
grid.413052.1,University Hospital
grid.413055.6,Universitatea de Medicină şi Farmacie din Craiova
grid.413056.5,Lefkoşa Üniversitesi
grid.413059.a,Yunnan Nationalities Institute
grid.413060.0,Ǧāmaʿat al-Baḥrayn
grid.413060.0,Bahrain University
grid.413062.2,Balochistan University
grid.413064.4,University of Bangkok Metropolis
grid.413066.6,Minnan Normal University
grid.413066.6,Zhāngzhōu Shīfàn Xuéyuàn
grid.413067.7,Zhàoqìng Dàxué
grid.413072.3,Zhèjiāng Gōngshāng Dàxué
grid.413074.5,Handelshøyskolen BI
grid.413076.7,ZhèJiāng Wànli Xuéyuàn
grid.413077.6,UCSF Medical Center
grid.413079.8,Sacramento Medical Center
grid.413079.8,UC Davis Medical Center
grid.413080.e,Zhèngzhōu Qīnggōngyè Dàxué
grid.413083.d,The Reagan
grid.413083.d,UCLA Medical Center
grid.413084.a,Morris Harvey College
grid.413085.b,Colorado General Hospital
grid.413085.b,University Hospital
grid.413089.7,Chittagong University
grid.413091.e,Universitatea din Craiova
grid.413092.d,Akademia Wychowania Fizycznego w Krakowie
grid.413101.6,Tōa daigaku
grid.413104.3,Sunnybrook
grid.413109.e,Tiānjīn Kējì Dàxué
grid.413116.0,University of Florida Health
grid.413116.0,J. Hillis Miller Health Science Center
grid.413120.5,Cook County Hospital
grid.413122.7,Buffalo VAMC
grid.413126.3,Voennomedicinska akademija
grid.413127.2,Universitas Sumatera Utara
grid.413141.2,Burdwan Medical College
grid.413143.0,First Affiliated Hospital of PLA General Hospital
grid.413149.a,Medical-Surgical School of Goa
grid.413158.a,401 Military Hospital of Athens
grid.413161.0,Topiwala National Medical College
grid.413170.0,Wakayama Daigaku
grid.413175.5,Ospedale di Lecco
grid.413192.c,Good Sam
grid.413192.c,Banner - University Medical Center Phoenix
grid.413204.0,Calcutta Medical College
grid.413212.7,Abington Hospital-Jefferson Health
grid.413222.4,Glancy Medical College
grid.413241.1,GB Pant Hospital
grid.413249.9,PA Hospital
grid.413251.0,Xīnjiāng Nóngyè Dàxué
grid.413254.5,Xīnjiāng Dàxué
grid.413257.6,Allgemeines Krankenhaus der Stadt Linz
grid.413274.7,Grady
grid.413274.7,Grady Hospital
grid.413302.7,The Bayside Hospital
grid.413305.0,"Ospidéal Adelaide agus na Mí, Baile Átha Cliath, ina gcorpraítear Ospidéal Náisiúnta na Leanaí"
grid.413305.0,"Adelaide and Meath Hospital, Dublin, incorporating the National Children's Hospital"
grid.413319.d,Greenville Hospital System
grid.413319.d,Greenville General Hospital
grid.413320.7,A.C.Camargo Cancer Center
grid.413326.1,Hope Children's Hospital
grid.413329.e,UNC Health Care
grid.413342.3,GSVM Medical College
grid.413345.4,F. D. McMaster Laboratory
grid.413371.3,Hospital San Millán
grid.413396.a,Hospital de la Santa Creu i Sant Pau
grid.413397.b,SSM Health Cardinal Glennon Children’s Hospital
grid.413402.0,"Guangzhou University of Traditional Chinese Medicine, Second Affiliated Hospital"
grid.413405.7,Guangzhou General Hospital
grid.413415.6,Cardiovascular Research Institute
grid.413420.0,Carilion Health System
grid.413421.1,Centro Hospitalar de Lisboa Ocidental
grid.413427.7,Aichi kenritsu daigaku
grid.413434.5,Darnall Army Community Hospital
grid.413438.9,Hospital Geral de Santo António
grid.413438.9,Hospital Real de Santo António
grid.413440.6,People's Liberation Army Air Force General Hospital
grid.413448.e,ISCIII
grid.413449.f,Ichilov Hospital
grid.413453.4,Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz
grid.413454.3,Polska Akademia Nauk
grid.413460.4,Gülhane Seririyat Hastanesi
grid.413472.7,Gynuity
grid.413499.2,Carraway Infirmary
grid.413500.3,Casa Colina Hospital and Centers for Healthcare
grid.413529.8,Alameda County Medical Center
grid.413551.7,Catholic Hospital Association of the United States and Canada
grid.413555.3, Albany College of Pharmacy
grid.413558.e,Albany Medical Center
grid.413561.4,University of Cincinnati Academic Health Center
grid.413591.b,Juliana Kinderziekenhuis
grid.413593.9,Mǎxié Jìniàn Yīyuàn
grid.413604.4,Táiběi Shì Zhèngfǔ
grid.413618.9,AIIMS Delhi
grid.413619.8,Derby City General Hospital
grid.413625.7,Lehigh Valley Hospital-Cedar Crest
grid.413629.b,Military Orthopaedic Hospital
grid.413630.3,Hamot Medical Center
grid.413640.4,Richmond VAMC 
grid.413640.4,McGuire VA Hospital
grid.413640.4,Richmond VA Medical Center
grid.413640.4,Hunter Holmes McGuire Veterans Administration Medical Center
grid.413652.7,Skaraborgs sjukhus Skövde
grid.413654.1,Huntington Memorial Hospital
grid.413655.0,Centralsjukhuset i Karlstad
grid.413699.0,Hyogo Ion Beam Medical Center 
grid.413706.7,American Society of Hospital Pharmacists
grid.413731.3,Rambam Hospital
grid.413737.5,Malcom Randall VAMC
grid.413752.6,T.C. Sağlık Bakanlığı İstanbul Haseki Eğitim Ve Araştırma Hastanesi
grid.413755.1,Massachusetts Society for the Prevention of Cruelty to Animals-Angell Animal Medical Center
grid.413760.7,Ústřední Vojenská Nemocnice
grid.413764.3,GD Animal Health
grid.413772.4,Sydney South West Health
grid.413773.5,East Orange VAMC
grid.413774.2,Centre hospitalier national Aristide Le Dantec
grid.413801.f,Chang Gung
grid.413801.f,Chang Gung Hospital
grid.413801.f,Chang Gung Medical Foundation
grid.413808.6,Children's Memorial Hospital
grid.413808.6,Ann & Robert H. Lurie Children's Hospital of Chicago
grid.413810.f,"Second Affiliated Hospital, Second Military Medical University"
grid.413815.a,Hospital Besar Changi
grid.413830.d,Augusta VA Medical Center
grid.413840.a,Northport VAMC 
grid.413850.b,StatCan
grid.413857.c, University Renal Research and Education Association (URREA)
grid.413864.c,Oklahoma City VAHCS
grid.413874.d,Health Care Financing Administration
grid.413876.f,Father Fox Foundation Hospital
grid.413876.f,Chi Mei Hospital
grid.413880.6,WA Health
grid.413880.6,Department of Health
grid.413880.6,Western Australia Department of Health
grid.413892.5,Xīnjiāpō Bǎojiàn Cùjìn Jú
grid.413898.f,Penguasa Sains Kesihatan
grid.413902.d,Robley Rex VA Medical Center
grid.413904.b,Providence VAMC
grid.413906.9,Clement J. Zablocki VA Medical Center
grid.413911.f,Amarillo VAHCS
grid.413914.a,CHR de la Citadelle
grid.413914.a,CHR Citadelle - Liège
grid.413923.e,"Instytut ""Pomnik - Centrum Zdrowia Dziecka"
grid.413926.b,Manhattan Veterans Administration Medical Center
grid.413936.a,Child Health Research Insitute
grid.413943.8,Baptist Health Lexington
grid.413950.a,Children’s Leukaemia and Cancer Foundation
grid.413973.b,Royal Alexandra Hospital for Children
grid.413996.0,Beijing First Infectious Diseases Hospital
grid.413997.1,Irwin Hospital
grid.414005.4,HIA Laveran
grid.414007.6,Vincennes Military Hospital
grid.414019.9,Henderson General Hospital
grid.414021.2,Hennepin County General Hospital
grid.414021.2,Minneapolis City Hospital
grid.414026.5,Atlanta VAMC
grid.414027.4,Georgia Baptist Hospital
grid.414028.b,HIA Percy
grid.414037.5,Errikos Dunant Hospital Center
grid.414040.5,Atrium MC
grid.414053.7,TIRR Memorial Hermann
grid.414057.3,Auckland DHB
grid.414060.7,Ezrat Nashim Hospital
grid.414065.2,Krankenhaus Lainz
grid.414065.2,Kaiser-Jubiläums-Spital
grid.414072.4,Riverview Psychiatric Recovery Center
grid.414086.f,Children’s Free Hospital
grid.414086.f,Milwaukee Children’s Hospital
grid.414093.b,Georges Pompidou European Hospital
grid.414117.6,Willingdon Hospital
grid.414125.7,Bambino Gesù Hospital
grid.414129.b,Valley Children's Hospital
grid.414142.6, SEATO Cholera Research Laboratory 
grid.414145.1,centre hospitalier intercommunal de Créteil
grid.414164.2,CHOC Children's
grid.414164.2,Children's Hospital OC
grid.414172.5,Dunedin Hospital
grid.414188.0,Bangalore Medical College
grid.414210.2,Institut universitaire en santé mentale de Montréal
grid.414244.3,Hôpital Nord Félix Houphouet Boigny
grid.414252.4,301 Military Hospital
grid.414259.f,Ashkelon Hospital
grid.414262.7,North Hampshire Hospital
grid.414303.1,Baylor Dallas
grid.414306.4,Christian Medical College and Hospital
grid.414312.1,William Beaumont Health System
grid.414313.0,Dwight D. Eisenhower VAMC
grid.414317.4,Merkaz Refu'i Wolfson
grid.414326.6,Bedford VAMC
grid.414326.6,Bedford VAMC - ENRM 
grid.414326.6,Bedford Veterans Affairs Medical Center
grid.414341.7,Beijing Thoracic Tumor and Tuberculosis Hospital
grid.414341.7,Central Tuberculosis Institute
grid.414348.e,Ysbyty Brenhinol Morgannwg
grid.414360.4,JST Hospital
grid.414363.7,Groupe Hospitalier Paris Saint-Joseph
grid.414374.1,Beneficência Portuguesa
grid.414374.1,Real e Benemérita Associação Portuguesa de Beneficência
grid.414376.3,Eastern Maine
grid.414409.c,Bellevue
grid.414422.5,CHU Mohammed VI 
grid.414449.8,Clinicas Hospital
grid.414462.1,Centro Hospitalar de Lisboa Ocidental
grid.414467.4,Bethesda Naval Hospital
grid.414467.4,National Naval Medical Center
grid.414473.1,Elisabethinen Linz
grid.414489.4,Himachal Pradesh Medical College
grid.414505.1,Shaare Zedek Medical Center
grid.414526.0,Triemlispital
grid.414529.f,Rothschild Hospital
grid.414531.6,Hospital de pediatria Garrahan
grid.414537.0,Bombay Hospital Institute of Medical Sciences
grid.414543.3,Ifakara Health Research and Development Centre
grid.414553.2,General Sick Fund
grid.414556.7,Centro Hospitalar de São João
grid.414558.9,Hospital Braga
grid.414575.6,Beaumont Hospital
grid.414587.b,Hoag
grid.414622.7,Royal Ottawa Hospital
grid.414622.7,The Royal
grid.414629.c,Fairfax Hospital Association
grid.414634.0,Bronx Lebanon
grid.414636.2,University Hospital of Einstein
grid.414636.2,Bronx Municipal Hospital Center
grid.414637.3,Brooke General Hospital
grid.414637.3,San Antonio Military Medical Center
grid.414639.d,Brooklyn City Hospital
grid.414650.2,Essex County Hospital
grid.414651.3,lehen Donostia Ospitalea deitua
grid.414659.b,Telethon Institute for Child Health Research
grid.414669.8,Bryn Mawr Rehab Hospital
grid.414681.e,Institut za medicinska istraživanja i medicinu rada
grid.414685.a,Concord Hospital
grid.414696.8,Jinnah Hospital
grid.414704.2,JLN Medical College
grid.414707.1,Johannesburg General Hospital
grid.414707.1,Charlotte Maxeke Johannesburg Academic Hospital
grid.414716.1,General Hospital of Mexico
grid.414720.4,Residencia Sanitaria General Yagüe
grid.414724.0,The John Hunter
grid.414733.6, Institute of Medical and Veterinary Science
grid.414733.6,SA Pathology
grid.414744.6,Falu Lasarett
grid.414759.a,Ospedale per Convalescenti
grid.414770.1,National Institute of Public Health of Japan
grid.414770.1,Kokuritsu Hoken-Iryō Kagakuin
grid.414796.9,SanAkBw
grid.414807.e,King Edward Memorial Hospital and Seth Gordhandas Sunderdas Medical College
grid.414810.8,East Suffolk and Ipswich Hospital
grid.414818.0,Ca' Granda
grid.414850.c,T C Saglik Bakanligi Istanbul Egitim ve Arastima Hastanesi
grid.414868.7,IWK Health Centre
grid.414870.e,IWK Health Centre
grid.414877.9,Sanopz
grid.414877.9,Nemocnice na Homolce
grid.414882.3,T.C. Sağlık Bakanlığı İzmir Tepecik Eğitim ve Araştırma Hastanesi
grid.414886.7,Kaiser Oakland
grid.414889.8,304 Hospital
grid.414905.d,Jackson
grid.414906.e,First Provincial Wenzhou Hospital of Zhejiang
grid.414922.8,Fitzsimons Army Medical Center
grid.414924.e,Medical Center Hospital of Vermont
grid.414924.e,UVM Medical Center
grid.414924.e,Fletcher Allen Health Care
grid.414932.9,Japanese Red Cross Society Aichi Branch Nagoya hospital
grid.414939.2,Jaslok Hospital and Research Centre
grid.414944.8,Kanagawa Cancer Center
grid.414953.e,Ecole de Médicine de Pondichéry
grid.414963.d,Kandang Kerbau Hospital
grid.414963.d,Hospital Wanita dan Kanak-kanak Kandang Kerbau
grid.414978.7,Jessop Hospital for Women
grid.414980.0,Sir Mortimer B. Davis Jewish General Hospital
grid.414997.6,JFK Medical Center
grid.414998.9,JFK Medical Center
grid.415011.0,Veteran General Hospital Kaohsiung 
grid.415028.a,Instytut Medycyny Doświadczalnej i Klinicznej
grid.415041.5,MRC Cancer Cell Unit
grid.415069.f,A.O.S.G.Moscati
grid.415081.9,Azienda Ospedaliera-Universitaria San Luigi Gonzaga
grid.415084.c,Gray Institute for Radiation Oncology and Biology
grid.415085.d,Städtische Krankenhaus Am Friedrichshain
grid.415085.d,Vivantes Klinikum im Friedrichshain
grid.415086.e,Kawasaki ika daigaku
grid.415094.d,Azienda Ospedaliera San Paolo-Polo Universitario
grid.415100.1,Froedtert Memorial Lutheran Hospital
grid.415114.4,Poriya Government Hospital
grid.415172.4,Bristol Royal Hospital for Sick Children
grid.415172.4,Bristol Children's Hospital
grid.415178.e,Intermountain Primary Children's Medical Center
grid.415182.b,Valley Medical Center
grid.415223.3,Killingbeck Hospital
grid.415226.6,Princess Margaret Cancer Centre
grid.415248.e,George Papanikolaou General Hospital 
grid.415263.7,King Edward VII's Hospital for Officers
grid.415263.7,King Edward VII's Hospital Sister Agnes
grid.415279.c,Ente ospedaliero Ospedali Galliera
grid.415280.a,Gulf Hospital
grid.415299.2,Azienda Ospedaliera di Rilievo Nazionale e di Alta Specializzazione Garibaldi
grid.415317.5,Miller Children's Hospital
grid.415321.0,SCB Medical College
grid.415330.0,Menzies Centre for Population Health Research
grid.415342.5,MLK-Harbor
grid.415342.5,Martin Luther King Jr.-Harbor Hospital
grid.415342.5,Martin Luther King Jr./Drew Medical Center
grid.415382.9,Mercy Hospital
grid.415382.9,Baltimore City Hospital
grid.415408.c,Merlin Park Regional Hospital
grid.415433.4,Indiana University Health Methodist Hospital
grid.415433.4,IU Health Methodist Hospital
grid.415434.3,Kolding Sygehus
grid.415446.6,2nd Affiliated Hospital & Yuying Children's Hospital
grid.415460.2,Army General Hospital
grid.415461.3,QEII Medical Centre
grid.415465.7,Etelä-Pohjanmaan keskussairaala
grid.415470.3,QA Hospital
grid.415479.a,Tokyo Metropolitan Cancer and Infectious diseases Center Komagome Hospital
grid.415512.6,Sendai hospital 
grid.415519.d,The QE
grid.415526.1,Toronto Rehab
grid.415531.7,Central Veterans Hospital
grid.415532.4,Kumamoto Municipal Hospital
grid.415554.4,Mary's Help Hospital
grid.415565.6,Ohara HealthCare Foundation
grid.415578.a,Occupational Health Research Institute
grid.415592.e,Queens General Hospital
grid.415593.f,Merkaz Refu'i Sha'arei Tzedek
