grid_id,alias
grid.436215.7,Administrative Department for General Management
grid.436219.b,Elinkeinoministeriö
grid.436230.0,National Association for Mental Health
grid.436237.7,The New Zoo
grid.436239.9,Mätteknikcentralen
grid.436239.9,Mittatekniikan Keskus
grid.436249.e,LEI Polska
grid.436258.e,Mental Health Services
grid.436272.6,National Foundation for Facial Reconstruction
grid.436277.3,Zakład Badania Ssaków Polskiej Akademii Nauk
grid.436307.5,MadLab
grid.436328.8,Merseyside Passenger Transport Executive
grid.436344.2,Irish Meteorological Service
grid.436349.f,ARTTIC Italy
grid.436368.c,National Centre for Agrarian Science
grid.436376.3,Dublin Molecular Medicine Centre
grid.436381.b,Natsionalen prirodonauchen muzey
grid.436382.8,Manomet Center for Conservation Sciences
grid.436382.8,Manomet Bird Observatory
grid.436383.9,Centrum Astronomiczne im. Mikołaja Kopernika
grid.436388.2,"Nemzeti Kutatási, Fejlesztési és Innovációs Hivatal "
grid.436407.2,Státní ústav radiační ochrany
grid.436413.7,National Research Center for Women & Families
grid.436450.0,"National Trust for Scotland for Places of Historic Interest or Natural Beauty,"
grid.436467.4,National Alliance for Thrombosis and Thrombophili
grid.436486.b,Naturland - Verband für ökologischen Landbau
grid.436526.0,Russian State Agricultural University
grid.436531.6,Moscow technical University
grid.436531.6,"Moskóvskiy Gosudárstvennyy Institut Radiotekhniki, Elektroniki i Avtomatiki"
grid.436539.e,Mosteiro de Santa Maria da Vitória
grid.436539.e,Monastery of Saint Mary of the Victory
grid.436539.e,Mosteiro da Batalha
grid.436596.b,"National Endowment for Science, Technology and the Arts"
grid.436614.2,Norsk institutt for kulturminneforskning
grid.436618.e,Norges Rederiforbund
grid.436619.f,Norske Sjømatbedrifters Landsforening
grid.436622.7,Norges vassdrags- og energidirektorat
grid.436686.9,Athens Development Agency
grid.436693.d,Society for the Protection of Native Plants
grid.436718.f,NO/AIDS Task Force
grid.436722.6,Northwest Regional Educational Laboratory
grid.436725.1,NCBiotech
grid.436727.3,NC Families United
grid.436757.4,Úrad jadrového dozoru Slovenskej republiky
grid.436778.9,Open-source Project for a Network Data Access Protocol
grid.436804.d,MK Council
grid.436832.8,Malaysian Institute of Microelectronic Systems
grid.436840.d,NaProTECHNOLOGY
grid.436846.b,Narodowe Centrum Nauki
grid.436867.8,National Aboriginal Achievement Foundation
grid.436872.c,National Agency for Development of Small and Medium Enterprises
grid.436881.0,NAMA Recovery
grid.436901.9,Peabody Donation Fund
grid.436909.1,A.P. Moller–Maersk Group
grid.436929.3,Norsk Romsenter
grid.436930.b,Justervesenet
grid.436931.a,Osiris
grid.436947.b,Office of Rail and Road
grid.436950.d,OSTA Washington
grid.436969.7,Miksike LearningFolders
grid.437002.2,Instytut Nafty i Gazu
grid.437016.7,Oeko-Institut
grid.437027.5,OC Robotics
grid.437028.a,Oxford Committee for Famine Relief
grid.437041.5,Athens Olympic Sports Complex
grid.437041.5,Athens Olympic Park
grid.437076.1,OmniActives
grid.437100.1,Intermediate Technology Development Group
grid.437109.8,Pacific Energy and Resources Center
grid.437115.5,RoEduNet
grid.437121.2,Salpaus
grid.437121.2,Koulutuskeskus Salpaus
grid.437123.0,University of East Asia
grid.437169.e,Państwowy Instytut Geologiczny
grid.437183.a,Phi Theta Kappa
grid.437193.b,Deputy Prime Minister of the United Kingdom of Great Britain and Northern Ireland
grid.437270.5,Comisiwn Brenhinol Henebion Cymru
grid.437286.c,"Dynamic Analysis, Simulation and Testing applied to the Energy and Environmental Performance of Buildings"
grid.437290.b,Traffic Institute Ljubljana
grid.437319.b,Twickenham College of Technology
grid.437322.3,Ricks College
grid.437338.8,Rīgas Juridiskā augstskola
grid.437340.7,MacNeal-Schwendler Corporation
grid.437386.d,Kemikalieinspektionen
grid.437418.d,Rogaland Research
grid.437420.6,Volunteers for Youth
grid.437424.2,"Regional Centre for Services in Surveying, Mapping and Remote Sensing"
grid.437433.4,Planungsgruppe Energie und Technik
grid.437450.1,Brønnøysundregistrene
grid.437475.6,ASTP-Proton
grid.437479.a,College of Physicians
grid.437479.a,Royal College of Physicians of London
grid.437484.8,Det Kongelige Danske Kunstakademi
grid.437484.8,"Royal Danish Academy of Fine Arts Schools of Architecture, Design and Conservation"
grid.437494.9,Пу́лковская астрономи́ческая обсервато́рия
grid.437494.9,Federal State Institution of Science Main (Pulkovo) Astronomical Observatory of the Russian Academy of Sciences
grid.437494.9,Pulkovo Astronomical Observatory of the Russian Academy of Sciences
grid.437494.9,Central Astronomical Observatory of the Russian Academy of Sciences at Pulkovo
grid.437495.8,Association of Plastics Manufacturers in Europe
grid.437506.3,Royal Oak Prevention Coalition
grid.437509.c,Výskumný Ustav Papiera a Celulózy
grid.437521.6,Lagoon Society
grid.437559.9,Ústav Zemědělské Ekonomiky a Informací
grid.437598.4,Poliisiammattikorkeakoulu 
grid.437620.4,Riksantikvarieämbetet
grid.437623.7,Rikspolisstyrelsen
grid.437624.0,Polski Instytut Spraw Międzynarodowych
grid.437657.4,Správa Uložišť Radioaktivních Odpadů
grid.437663.3,SPRY Foundation
grid.437665.5,Federal State Institution of Science Institute of Ecology and Evolution. AN Severtsova Russian Academy of Sciences
grid.437665.5,Institute of ecology and evolution of the Russian Academy of Sciences
grid.437667.7,Scientific Generics
grid.437684.a,Oyster Merchants and Planters
grid.437691.e,Saint Martin's College
grid.437728.d,Society of Economic Paleontologists and Mineralogists
grid.437733.7,Society of Nuclear Medicine
grid.437746.5,American Institute of Wood Engineering
grid.437748.b,Søfartsstyrelsen
grid.437772.2,Schoenfabriek Wed. JP van Bommel BV
grid.437818.1,Abt Associates
grid.437843.f,SciTech
grid.437869.7,Leningrad Lensoviet Institute of Technology
grid.437869.7,Imperator's Petersburg Institute of Technology
grid.437869.7,Saint Petersburg State Institute of Technology
grid.437869.7,Saint Petersburg State Technical University
grid.437875.a,"An Ceardchumann Seirbhísí, Tionsclaíoch, Gairmiúil agus Teicniúil"
grid.437881.1,Stanley Park Zoological Society
grid.437896.7,Russian State Hydrological Institute
grid.437902.b,"Federal State Institution ""State Oceanographic Institute of N.N.Zubova"""
grid.437906.f,Statens forurensningstilsyn
grid.437906.f,Klima- og forurensningsdirektoratet
grid.437906.f,Norwegian Climate and Pollution Agency
grid.437913.b,Statens geotekniska institut
grid.437916.e,Scottish Further and Higher Education Funding Council
grid.437917.f,"Federal State Unitary Enterprise ""Central Research Institute of Ferrous Metallurgy. I.P.Bardina"
grid.437917.f,TsNIIchermet them. I.P.Bardina
grid.437920.b,Ùghdarras Theisteanas na h-Alba
grid.437926.d,Statistični urad Republike Slovenije
grid.437926.d,Statistical Office of Slovenia
grid.437932.8,"Státní Ustav Jaderné, Chemické a Biologické Ochrany"
grid.437933.9,Statsbiblioteket 
grid.437936.c,Skellefteå kommun
grid.437965.a,Insight Human Services
grid.437968.7,Slovenský hydrometeorologický ústav
grid.437970.e,SC Sea Grant Consortium
grid.437972.c,Andragoški center Slovenije
grid.437975.b,Dél-Alföldi Regionális Innovációs Ügynökség Közhasznú Egyesület
grid.437987.6,South East Europe Telecommunications and Informatics Research Institute
grid.437987.6,SETA-INA Academy
grid.438006.9,El Instituto Smithsonian de Investigaciones Tropicales
grid.438009.6,Nationale Kenniscentrum Voor
grid.438009.6,Digitaal Erfgoed Nederland
grid.438011.f,Dinalog
grid.438020.d,Southwest Louisiana AHEC
grid.438026.b,Second Sight
grid.438049.2,Hogeschool Utrecht
grid.438057.d,European Archive Foundation
grid.438075.d,WMC-Group
grid.438075.d,Knowledge Centre WMC
grid.438088.f,"International Association of Scientific, Technical and Medical Publishers"
grid.438092.4,IGT 
grid.438100.e,Technologiestichting STW
grid.438152.9,Saint Mary College
grid.438181.7,Ministry of State for Antiquities
grid.438211.d,"Institute of Civil Engineering, Bucharest"
grid.438211.d,Universitatea Tehnică de Construcţii din Bucureşti
grid.438216.a,SDGroup
grid.438217.b,Science Service
grid.438240.9,Science and Advice for Scottish Agriculture
grid.438261.a,Tillväxtverket
grid.438275.f,TH Wildau
grid.438300.c,Switchboard
grid.438303.f,Sydney Museum
grid.438303.f,Colonial Museum
grid.438305.9,Banff Centre for Continuing Education
grid.438310.d,Centre PIC
grid.438314.9,Church of England Children's Society
grid.438363.9,Granskingarráðið
grid.438393.6,Instytut Obrobki Skrawaniem
grid.438393.6,Institute of Metal Cutting
grid.438393.6,Instytut Zaawansowanych Technologii Wytwarzania
grid.438396.3,Society of Telegraph Engineers
grid.438399.c,International Association for the Study of Obesity
grid.438402.9,Bord Iascaigh Mhara
grid.438406.d,Instytut Fizjologii i Żywienia Zwierząt im. Jana Kielanowskiego PAN
grid.438423.a,Industry & Information Technologies Research Development and Implementation Inc
grid.438427.e,Nederlandse organisatie voor gezondheidsonderzoek en zorginnovatie
grid.438445.a,"Research Conference on Communications, Information and Internet Policy"
grid.438453.d,Netherlands Organization for Technology Assessment
grid.438463.e,Institutet för Näringslivsforskning
grid.438467.a,Royal National Institute for Deaf People 
grid.438473.f,Samuels Center
grid.438481.2,Výzkumný Ústav Vodohospodářský T. G. Masaryka
grid.438487.4,Svenska Gjuteriföreningen
grid.438490.2,Hjälpmedelsinstitutet
grid.438521.9,Norges Geologiske Undersøkelse
grid.438526.e,Virginia Polytechnic Institute and State University
grid.438541.f,Belarusian Institute for Epidemiology and Microbiology
grid.438547.9,Pennsylvania Training School for Feeble-minded Children
grid.438578.5,Tartu Biotehnoloogia Park
grid.438580.2,Tartu Teaduspark
grid.438594.7,Touring Club Ciclistico Italiano
grid.438597.4,TEC-Conseil
grid.438616.e,Van Buren County T.E.A. Coalition
grid.438620.b,Austrian Institute for Regional Studies and Spatial Planning
grid.438635.f,TN Voices For Children
grid.438641.c,Industrial Power Corporation
grid.438644.9,Training Programs in Epidemiology and Public Health Interventions Network
grid.438691.1,Institutul de Cercetari in Transporturi
grid.438691.1,INCERTRANS
grid.438766.8,Centre des technologies textiles
grid.438768.6,Palomino Inc
grid.438787.7,Göteborgs hamn
grid.438833.7,Ukrainsky Nauchno-Issledovatelskiy Institut Ekologicheskikh Problem
grid.438844.7,Türkiye Süt Et Gıda Sanayicileri Ve Üreticileri Birliği
grid.438845.6,Hiša eksperimentov
grid.438846.5,Donets’kyi Natsional’nyi Universytet
grid.438850.2,Ústav přístrojové techniky AV ČR
grid.438852.0,Ústav Teoretické a Aplikované Mechaniky AV ČR
grid.438865.4,Türk Tesisat Mühendisleri Derneği
grid.438873.3,Institute for Superhard Materials 
grid.438894.a,Latvijas Jūras Administrācija
grid.438895.b,Urbanistični inštitut republike Slovenije
grid.438915.2,UNICE
grid.438939.c,Vlaamse dienst voor arbeidsbemiddeling
grid.438942.0,The Union of the Electricity Industry
grid.438954.7,Western European Graduate Education in Marine Technology
grid.438960.0,Výskumný ústav zváračský
grid.438977.6,Kennedy Center
grid.438977.6,John F. Kennedy Memorial Center for the Performing Arts
grid.438979.8,NMi-Van Swinden Laboratorium
grid.438991.e,Výskumný Ustav Vodného Hospodárstva
grid.438996.9,Upjohn Institute
grid.439020.c,Instytut Botaniki im. Władysława Szafera
grid.439064.c,World Wide Fund for Nature
grid.439096.1,Veterinærmedisinsk Oppdragssenter
grid.439099.e,VHL Alliance
grid.439133.f,Wyższa Szkoła Policji w Szczytnie
grid.439146.d,WCS Canada
grid.439251.8,Yaşar Üniversitesi
grid.439283.7,Federal State Institution of Science Institute of Organic Chemistry. ND Zelinsky of Russian Academy of Sciences
grid.439284.0,InsPIRE
grid.439284.0,Winrock International India
grid.439287.3,Federal State Institution of Science Zoological Institute of the Russian Academy of Sciences ( SPbNTs RAS )
grid.439287.3,Zoological Museum of the Zoological Institute of the Russian Academy of Sciences
grid.439344.d,University Hospital of North Staffordshire
grid.439803.5,North West London Hospitals NHS Trust
grid.439803.5,LNWH NHS Trust
grid.439804.2,Derbyshire Royal Infirmary
grid.439949.a,The Association for Canadian Theatre History
grid.439967.6,Canada Council
grid.439972.2,McCord Museum of Canadian History
grid.439975.5,Society for Digital Humanities
grid.440014.5,Collège universitaire de Hearst
grid.440032.1,Canadian Foundation for Climate and Atmospheric Sciences
grid.440034.7,Canadian Women's Studies Association
grid.440044.0,Okanagan University College 
grid.440051.4,Association canadienne pour l'étude de l'éducation des adultes
grid.440052.7,Canadian Institute for Historical Microreproductions
grid.440087.f,Community Services Council
grid.440092.b,Native Council of Canada
grid.440120.3,Conseil des ministres de l'Éducation du Canada
grid.440121.2,Société canadienne pour l'étude de l'éducation
grid.440169.e,Genuine Progress Index
grid.440222.2,Hubei Province Hospital
grid.440222.2,Hubei MCH
grid.440278.d,262 Hospital
grid.440368.d,Chienkuo Institute of Technology
grid.440368.d,Chienkuo Commercial Junior College
grid.440396.c,Observatoire des sciences de l'Univers de Besançon
grid.440396.c,Besançon Observatory
grid.440409.d,Atacama Large Millimeter Array
grid.440412.7,Lietuvos edukologijos universitetas
grid.440424.2,Atılım Üniversitesi
grid.440430.7,Galata Sarayı
grid.440430.7,Enderun School
grid.440430.7,Université Galatasaray
grid.440438.f,University College of Engineering & Technology Malaysia
grid.440438.f,Kolej Universiti Kejuruteraan dan Teknologi Malaysia
grid.440481.d,Federal State Institution of Science Ussuriysk Astrophysical Observatory of the Far Eastern Branch of the Russian Academy of Sciences
grid.440505.0,Bangladesh Institute of Technology Dhaka
grid.440505.0,Dhaka Engineering college
grid.440505.0,"College of Engineering, Faculty of Engineering, University of Dhaka"
grid.440521.6,Konkoly Obszervatórium
grid.440561.2,Escola Federal de Engenharia de Itajubá
grid.440568.b,"Khalifa University of Science, Technology & Research"
grid.440588.5,State Northwest Institute of Engineering
grid.440588.5,Северо-западный политехнический университет
grid.440588.5,Xīběi Gōngyè Dàxué
grid.440622.6,Shāndōng Nóngyè Dàxué
grid.440624.0,Dalnevostochny federalny universitet
grid.440633.6,UBB
grid.440639.c,Shānxī Dàtóng Dàxué
grid.440648.a,Ānhuī Lǐgōng Dàxué
grid.440649.b,Xīnán Kējìdàxué
grid.440650.3,Ānhuī Gōngyè Dàxué
grid.440652.1,Sūzhōu kējì xuéyuàn
grid.440661.1,Cháng'ān Dàxué
grid.440662.2,SUNY Maritime College
grid.440665.5,Changchun College of Traditional Chinese Medicine
grid.440667.7,IIEST Shibpur
grid.440678.9,Delhi College of Engineering
grid.440691.e,Pantnagar University 
grid.440691.e,Govind Ballabh Pant Krishi Evam Praudyogik Vishwavidyalaya
grid.440699.6,Maharishi Markandeshwar Education Trust
grid.440701.6,Xī’ān Jiāotōng Lìwùpǔ Dàxúe
grid.440716.0,Guangdong Education Institute
grid.440723.6,Guilin Dianzi Keji Daxue
grid.440732.6,Hǎinán Shīfàn Dàxué
grid.440736.2,Xīān Diànzǐ Kējì Dàxué
grid.440736.2,University of Electronic Science and Technology at Xi'an 
grid.440742.1,Maulana Abul Kalam Azad University of Technology
grid.440753.1,Universitas Bina Nusantara
grid.440753.1,Bina Nusantara University
grid.440779.9,Hunan Traditional Chinese Medicine College
grid.440785.a,Jiāngsū Dàxué
grid.440789.6,Slovenská Technická Univerzita v Bratislave
grid.440802.a,Le Quy Don University of Science and Technology
grid.440844.8,Nanjing Institute of Economics
grid.440844.8,Nanjing Grain Economic College
grid.440844.8,Nanjing Grain Cadres School
grid.440844.8,Jiangsu Grain School
grid.440844.8,Nanjing Grain School
grid.440844.8,Nánjīng Cáijīng Dàxué
grid.440848.4,Slezská Univerzita v Opavě
grid.440850.d,Vysoká škola báňská – Technická univerzita Ostrava
grid.440888.8,Tōkyō Kōgei Daigaku
grid.440899.8,Guglielmo Marconi University
grid.440899.8,Unimarconi
grid.440920.b,Hochschule Aalen - Technik und Wirtschaft
grid.440933.9,Senshū Daigaku
grid.440941.c,Hankuk Aviation University
grid.440944.9,Hanguk Kyowon Daehakgyo
grid.440949.4,Circleville Bible College
grid.440955.9,Koreatech
grid.440957.b,LIKAT Rostock
grid.440995.5,Florida Metropolitan University
grid.440998.8,State University of New York College of Agriculture and Technology at Cobleskill
grid.441018.8,INCAE Business School
grid.441047.2,Ibero
grid.441150.5,Schreiner College
grid.441248.f,SUNY Morrisville
grid.441248.f,State University of New York at Morrisville
grid.441359.e,San Jose Christian College
grid.441370.5,California College for Health Sciences
grid.441535.2,State University of New York Polytechnic Institute
grid.441544.4,Post College
grid.441544.4,Teikyo Post University
grid.441550.1,Clinch Valley College
grid.441550.1,University of Virginia at Wise
grid.441550.1,UVa-Wise
grid.441582.e,Brandeis-Bardin Institute
grid.441582.e,University of Judaism
grid.441600.7,CETYS University
grid.441603.4,Andrew Jackson University
grid.441626.3,University of CEMA
grid.441999.8,Colombian School of Engineering
grid.442096.d,Mauá Institute of Technology
grid.442113.1,PUC-Campinas
grid.442254.1,Army University
grid.442295.c,HEM Business School
grid.442353.7,National School of Marine Science and Coastal Planning
grid.442371.7,Polytechnic School of Architecture and Urbanism
grid.442476.7,Nyegezi Social Training Centre
grid.442476.7,Nyegezi Social Training Institute
grid.442493.c,African University of Science and Technology
grid.442722.5,Modern Academy In Maadi
grid.442811.a,NC Academy
grid.442873.e,Azerbaijan State University of Oil and Industry
grid.442883.1,Sampurnanand Sanskrit University
grid.442883.1,Sampūrānand Samskrit Vișvavidyālaya
grid.442890.3,The University of Gaza
grid.442890.3,IU Gaza
grid.442899.a,Musashino Ongaku Daigaku
grid.443022.3,Ruppin College
grid.443206.7,Ōsaka keizai hōka daigaku
grid.443223.0,The Ateneo
grid.443223.0,Pamantasang Ateneo de Manila
grid.443242.7,Beijing Dance Institute
grid.443244.1,Běijīng Diànyǐng Xuéyuàn
grid.443263.4,Beijing sports school
grid.443268.f,Zhōngyāng Xìjù Xuéyuàn
grid.443268.f,Central Drama College
grid.443268.f,Central Drama Academy
grid.443270.6,National Beijing Art College
grid.443270.6,National Art School in Beiping
grid.443271.7,Zhōngyāng Yīnyuè Xuéyuàn
grid.443282.b,Zhōngguó Yīnyuè Xuéyuàn
grid.443282.b,China College of Music
grid.443282.b,China Conservatory of Music
grid.443333.0,Ashikaga kogyō daigaku
grid.443354.1,Sìchuān měishù xuéyuàn
grid.443358.d,Southwest College of Political Science and Law
grid.443366.0,Jōhō sekyuriti daigaku
grid.443382.a,Guìzhōu Dàxué
grid.443395.c,Guiyang Normal College
grid.443395.c,National Guiyang Normal College
grid.443398.1,China National Academy of Fine Arts
grid.443398.1,Zhōngguó Měishù Xuéyuàn
grid.443410.6,Hulunbeier University
grid.443435.1,Institut Sains dan Teknologi Nasional
grid.443455.7,Chiba kagaku daigaku
grid.443470.0,Kyūshū jōhō daigaku
grid.443480.f,Huaihai University 
grid.443508.e,Saitama kōgyo daigaku
grid.443516.1,Nanjing Institute of Physical Education
grid.443518.f,Southeast University
grid.443524.0,Huádōng Zhèngfǎ Dàxué
grid.443526.2,Shanghai Institute of Foreign Trade
grid.443528.c,Shànghǎi Yīnyuè Xuéyuàn
grid.443538.d,Luxun Academy of Arts
grid.443539.c,Luxun Academy of Arts
grid.443541.3,Shenyang Institute of Aeronautical Engineering
grid.443543.1,Shěnyáng Gōngchéng Xuéyuàn
grid.443547.5,Shizuoka Rika Kōka Daigaku
grid.443563.3,Héběi jīngmào dàxué
grid.443563.3,Shijiazhuang School
grid.443573.2,Wuhan Medical College Yunyang School
grid.443587.9,Tiānjīn Měishù Xuéyuàn
grid.443589.7,Monotsukuri daigaku
grid.443590.f,Tiānjīn yīnyuè xuéyuàn
grid.443594.b,Hachinohe kōgyō daigaku
grid.443595.a,Chūō Daigaku
grid.443621.6,zhōng nán cái dà
grid.443623.4,Seirei Kurisutofa Daigaku
grid.443629.e,Northwest People's Revolutionary University
grid.443629.e,xīběi zhèngfǎ dàxué
grid.443652.2,China Coal Economic College
grid.443705.1,Hiroshima shūdō daigaku
grid.443736.1,Southern Seoul Industrial University
grid.443766.4,Donghae University
grid.443766.4,Donghae Technical College
grid.443793.e,Chonnam Public Teachers School
grid.443793.e,Kwangju National University of Education
grid.443795.8,Gwangju Gyeongsang Jeonmun Daehak
grid.443809.2,Korea Tourism University
grid.443862.f,Ústav materiálového výskumu SAV
grid.443868.5,Friendship House Association of American Indians
grid.443886.5,Institute of Microbiology and Virology of the National Academy of Sciences of Ukraine
grid.443903.9,Applied Kinesiology
grid.443914.f,RISE Adaptive Sports
grid.443930.9,IfG-Service
grid.443933.a,Ionosphere Research Institute
grid.443962.e,Universitas Pelita Harapan
grid.443970.d,Janelia Research Campus
grid.443984.6,Jimmy's 
grid.443997.4,Jinjun International University
grid.444024.2,Kanagawa kenritsu hoken fukushi daigaku
grid.444049.9,Nishi kyūshū daigaku
grid.444059.8,Pierson Memorial Union Bible Institute
grid.444070.3,Chongshin University and Seminary
grid.444079.a,Hansung Woman's University
grid.444108.d,Anglican Church University
grid.444125.2,Kōbe jōhō daigakuin daigaku
grid.444157.7,Luther Theological University
grid.444176.4,Daiichi kōgyō daigaku
grid.444244.6,Maebashi kōka daigaku
grid.444271.0,Nippon kōgyō daigaku
grid.444282.c,Seisaku Kenkyū Daigakuin Daigaku
grid.444294.b,Tripura Engineering College
grid.444294.b,NIT Agartala
grid.444296.9,Rashtriya Vidyapith
grid.444302.5,Nishinihon kogyo daigaku
grid.444333.7,KIIT University
grid.444345.6,Jai Prakash University
grid.444354.6,Dr. M.G.R. UNIVERSITY
grid.444359.b,Meenakshi University
grid.444367.6,Nagasaki Sōgou Kagaku Daigaku
grid.444368.9,Türkmenistanyň milli sport we syýahatçylyk instituty
grid.444375.5,Döwletmämmet Azady adyndaky Türkmen milli dünýä dilleri instituty
grid.444377.7,Daido University
grid.444395.b,Türkmen döwlet medeniýet instituty
grid.444404.4,Türkmen döwlet ykdysadyýet we dolandyryş instituty
grid.444404.4,Turkmen Institute of National Economy
grid.444409.9,Türkmen döwlet ulag we aragatnaşyk instituty
grid.444419.8,NIT Durgapur
grid.444419.8,"Regional Engineering College, Durgapur"
grid.444420.2,Turkmen Polytechnic Institute
grid.444426.4,"Indian Institute of Information Technology and Management, Gwalior"
grid.444429.b,Lakshmibai College of Physical Education
grid.444432.1,NIT Hamirpur
grid.444435.6,Dev Sanskriti
grid.444445.1,Türkmenistanyñ döwlet energetika instituty
grid.444449.d,AIMST University
grid.444450.5,National Academy of Legal Studies and Research
grid.444456.3,Seýitnazar Seýdi adyndaky Tükmen döwlet mugallymçylyk instituty
grid.444467.1,IIITD&M Jabalpur
grid.444471.6,Malaviya Regional Engineering College Jaipur
grid.444475.2,NIT Jalandhar
grid.444477.0,NIT Jamshedpur
grid.444485.d,Niigata kōka daigaku
grid.444515.5,Hokuriku Sentan Kagaku Gijutsu Daigakuin Daigaku
grid.444525.6,Karnataka Regional Engineering College
grid.444547.2,NIT Kurukshetra
grid.444551.5,Jōhō kagaku gijutsu daigakuin daigaku
grid.444568.f,Okayama rika daigaku
grid.444578.e,Bidhan Chandra Agricultural University
grid.444593.b,Dharmsinh Desai Institute of Technology
grid.444622.2,"Institute of Medicine, Mandalay"
grid.444650.7,Bihar School of Engineering and Bihar College of Engineering
grid.444650.7,NIT Patna
grid.444651.6,Sri Sathya Sai University
grid.444653.4,Jigyō sōzō daigakuin daigaku
grid.444677.2,Gokhale Institute
grid.444680.a,Institute of Armament Technology
grid.444688.2,Govt. College of Mining & Metallurgy
grid.444688.2,NIT Raipur
grid.444702.1,Institute of Medicine 2
grid.444703.0,Regional Engineering College Rourkela
grid.444720.1,NIT Silchar
grid.444726.7,NIT Surat
grid.444726.7,"National Institute of Technology, Surat"
grid.444735.5,Sri Padmavati University
grid.444756.0,Tōhoku kōgyō daigaku
grid.444800.c,Sangyo gijutsu daigakuin daigaku
grid.444845.d,Vali-E-Asr University of Rafsanjan
grid.444863.9,Takaoka hōka daigaku
grid.444871.a,PAF Karachi Institute of Economics and Technology
grid.444883.7,Ōsaka ika daigaku
grid.444888.c,Ōsaka yakka daigaku
grid.444923.c,Hai Phong Medical University
grid.444938.6,UET Lahore
grid.445003.6,Stanford Linear Accelerator Center
grid.445005.0,All-Union State Institute of Cinematography
grid.445017.3,Instituto Politécnico de Macau
grid.445028.f,Otkrytyy Yuridicheskiy Institut
grid.445055.5,"Moscow Institute of Economics, Policy and Law"
grid.445056.6,Volgograd College of Arts. PA Serebryakov
grid.445056.6,Volgograd College of Arts
grid.445056.6,Volgograd School of Music
grid.445056.6,Stalingrad music college
grid.445056.6,Tsaritsyn School of Music
grid.445056.6,Volgograd Conservatory named after PA Serebryakov
grid.445059.9,Vologda dairy farming institute
grid.445059.9,Vologda State Dairy Farming Academy named by N.V. Vereshchagin
grid.445080.d,International University of High Technologies
grid.445088.5,Voronezh State Medical Academy
grid.445135.2,International Center for Distance Learning
grid.445198.5,Murmansk Humanities Institute
grid.445201.6,Celje School for Commerce
grid.445230.4,Severo-Kavkazskiy Gosudarstvennyy Institut Iskusstv
grid.445252.0,Nizhny Novgorod State Conservatory
grid.445268.9,Wyższa Szkoła Biznesu – National-Louis University
grid.445271.1,Nizhegorodskiy Institut Menedzhmenta I Biznesa
grid.445273.3,Nizhegorodskiy Kommercheskiy Institut
grid.445298.6,Kazan educational and counseling center of the Moscow branch of the legal correspondence course at the Police Academy of the USSR
grid.445298.6,Kazan branch of the Law Institute of Russian Ministry of Internal Affairs
grid.445299.7,Kungliga Konsthögskolan
grid.445300.6,Federal State Budgetary Educational Institution of Higher Professional Education “Norilsk State Industrial Institute”
grid.445300.6,Norilsk Evening Industrial Institute
grid.445300.6,Norilskiy Industrialnyy Institut
grid.445355.6,Novosibirskiy Gumanitarnyy Institut
grid.445359.a,"Novosibirskiy Institut Ekonomiki, Psikhologii I Prava"
grid.445409.8,Kolomna State Pedagogical Institute
grid.445430.2,Omskiy Gosudarstvennyy Institut Servisa
grid.445461.6,Orel State Institute of Culture
grid.445461.6,Orlovskiy Gosudarstvennyy Institut Iskusstv I Kultury
grid.445467.0,Janáčkova Akademie Múzických Umění v Brně
grid.445477.1,Orenburgskiy institut ekonomiki i kultury
grid.445490.8,заключить договор на обучение со скидкой. Кубанский институт международного предпринимательства и менеджмента
grid.445492.a,Vysoká škola podnikání
grid.445493.b,Polish-Japanese Institute of Information Technology
grid.445508.8,Akademie múzických umění v Pra
grid.445509.9,Akademie výtvarných umění v Praze
grid.445529.b,Policejní Akademie České Republiky
grid.445543.7,Vysoká škola obchodní v Praze
grid.445546.2,Vysoká škola uměleckoprůmyslová v Praze
grid.445548.c,Perm State Institute of Culture
grid.445550.5,Det Jyske Musikkonservatorium
grid.445556.3,Lazarski University
grid.445558.d,Academy of Music and Dramatic Arts in Esbjerg
grid.445558.d,Syddansk Musikkonservatorium
grid.445565.3,"Zapadno-Uralskiy Institut Ekonomiki I Prava, NOU VPO"
grid.445567.1,EELK Usuteaduse Instituut
grid.445567.1,Eesti Evangeelse Luterliku Kiriku Usuteaduse Instituut
grid.445568.e,Wyższa Szkoła Informatyki Stosowanej i Zarządzania
grid.445629.8,Nemzetközi Üzleti Főiskola
grid.445631.1,Pskov State Pedagogical University named after SM Kirov
grid.445632.2,Pskov Free University
grid.445642.5,WSB Schoold of Banking
grid.445642.5,WSB we Wrocławiu
grid.445678.c,Royal National Hungarian Academy of Music
grid.445678.c,Music Academy
grid.445678.c,Zeneakadémia
grid.445678.c,Liszt Ferenc Zeneművészeti Egyetem
grid.445687.c,State Ballet Institute
grid.445721.1,Sapientia
grid.445732.3,Rybinsk Mechanical College
grid.445732.3,"Rybinsk State Aviation Technical University, PA Solovyo"
grid.445732.3,Federal State Budgetary educational institution higher education
grid.445739.8,Zsigmond Király Főiskola
grid.445820.f,"Baltic University of Ecology, Politics and Law"
grid.445825.a,Baltic University of Foreign Languages and Intercultural Communication
grid.445834.a,Moscow Institute of Public Administration and Law
grid.445834.a,Academy of Law and Management
grid.445844.d,Institute of Special Pedagogy and Psychology
grid.445853.b,Pushkin Institute
